AÑO,Comunidad autónoma,Ocupados,Parados,Inactivos,Total Actividad,Sector,Gastos en transporte unitarios,Gasto total en transporte,Sueldos y salarios unitarios,Sueldos y salarios totales
2022,Galicia,1103550.0,136900.0,1108625.0,2349075.0,Construcción,7.37,8133163.5,24351.19,26872755724.5
2022,Galicia,1103550.0,136900.0,1108625.0,2349075.0,Servicios,5.17,5705353.5,21715.22,23963831031.0
2022,"Madrid, Comunidad de",3218500.0,406600.0,2101775.0,5726875.0,Industria,40.6,130671100.0,37877.09,121907414164.99998
2022,"Madrid, Comunidad de",3218500.0,406600.0,2101775.0,5726875.0,Construcción,19.94,64176890.00000001,28413.22,91447948570.0
2022,"Madrid, Comunidad de",3218500.0,406600.0,2101775.0,5726875.0,Servicios,10.0,32185000.0,29852.67,96080818395.0
2022,"Murcia, Región de",650675.0,102250.0,511300.0,1264225.0,Industria,1.78,1158201.5,24225.38,15762849131.5
2022,"Murcia, Región de",650675.0,102250.0,511300.0,1264225.0,Construcción,2.02,1314363.5,20880.28,13586276189.0
2022,"Murcia, Región de",650675.0,102250.0,511300.0,1264225.0,Servicios,1.55,1008546.25,21809.82,14191104628.5
2022,"Navarra, Comunidad Foral de",295550.0,31875.0,230175.0,557600.0,Industria,47.13,13929271.5,29474.17,8711090943.5
2022,"Navarra, Comunidad Foral de",295550.0,31875.0,230175.0,557600.0,Construcción,0.0,0.0,26867.25,7940615737.5
2022,"Navarra, Comunidad Foral de",295550.0,31875.0,230175.0,557600.0,Servicios,2.13,629521.5,25912.72,7658504396.0
2022,País Vasco,967275.0,94250.0,818750.0,1880275.0,Industria,45.23,43749848.25,35252.09,34098465354.749996
2022,País Vasco,967275.0,94250.0,818750.0,1880275.0,Construcción,30.79,29782397.25,28283.38,27357806389.5
2022,País Vasco,967275.0,94250.0,818750.0,1880275.0,Servicios,7.02,6790270.5,27454.97,26556506106.75
2022,"Rioja, La",145775.0,15375.0,109550.0,270700.0,Industria,16.8,2449020.0,24642.35,3592238571.25
2022,"Rioja, La",145775.0,15375.0,109550.0,270700.0,Construcción,24.01,3500057.75,23973.24,3494699061.0
2022,"Rioja, La",145775.0,15375.0,109550.0,270700.0,Servicios,1.1,160352.5,21843.2,3184192480.0
2023,Andalucía,3383850.0,754975.0,3088850.0,7227675.0,Industria,22.59,76441171.5,25915.32,87693555582.0
2023,Andalucía,3383850.0,754975.0,3088850.0,7227675.0,Construcción,13.38,45275913.0,23315.53,78896256190.5
2023,Andalucía,3383850.0,754975.0,3088850.0,7227675.0,Servicios,3.01,10185388.5,23090.31,78134145493.5
2023,Aragón,611300.0,57350.0,472650.0,1141300.0,Industria,99.52,60836576.0,29172.17,17832947521.0
2023,Aragón,611300.0,57350.0,472650.0,1141300.0,Construcción,10.28,6284164.0,27526.41,16826894433.0
2023,Aragón,611300.0,57350.0,472650.0,1141300.0,Servicios,4.17,2549121.0,24359.48,14890950124.0
2023,"Asturias, Principado de",392500.0,54150.0,445125.0,891775.0,Industria,3.3,1295250.0,32223.21,12647609925.0
2023,"Asturias, Principado de",392500.0,54150.0,445125.0,891775.0,Construcción,34.36,13486300.0,27014.76,10603293300.0
2023,"Asturias, Principado de",392500.0,54150.0,445125.0,891775.0,Servicios,0.94,368950.0,24659.33,9678787025.0
2023,"Balears, Illes",589575.0,67850.0,375950.0,1033375.0,Industria,0.67,395015.25,26903.28,15861501306.0
2023,"Balears, Illes",589575.0,67850.0,375950.0,1033375.0,Construcción,0.0,0.0,24755.5,14595223912.5
2023,"Balears, Illes",589575.0,67850.0,375950.0,1033375.0,Servicios,2.01,1185045.7499999998,25883.86,15260476759.5
2023,Canarias,968425.0,185550.0,775650.0,1929625.0,Industria,0.42,406738.5,23752.1,23002127442.5
2023,Canarias,968425.0,185550.0,775650.0,1929625.0,Construcción,7.41,7176029.25,21031.58,20367507861.5
2023,Canarias,968425.0,185550.0,775650.0,1929625.0,Servicios,4.28,4144859.0000000005,21876.79,21186030355.75
2023,Cantabria,254850.0,22550.0,228700.0,506100.0,Industria,24.35,6205597.5,29546.37,7529892394.5
2023,Cantabria,254850.0,22550.0,228700.0,506100.0,Construcción,12.95,3300307.5,24007.71,6118364893.5
2023,Cantabria,254850.0,22550.0,228700.0,506100.0,Servicios,1.31,333853.5,23310.33,5940637600.5
2023,Castilla - La Mancha,895075.0,136275.0,729350.0,1760700.0,Industria,22.14,19816960.5,25675.14,22981175935.5
2023,Castilla - La Mancha,895075.0,136275.0,729350.0,1760700.0,Construcción,31.72,28391779.0,22445.58,20090477518.5
2023,Castilla - La Mancha,895075.0,136275.0,729350.0,1760700.0,Servicios,0.88,787666.0,23055.7,20636580677.5
2023,Castilla y León,1011375.0,108450.0,953900.0,2073725.0,Industria,48.03,48576341.25,28539.91,28864551476.25
2023,Castilla y León,1011375.0,108450.0,953900.0,2073725.0,Construcción,8.39,8485436.25,22888.17,23148522933.75
2023,Castilla y León,1011375.0,108450.0,953900.0,2073725.0,Servicios,2.77,2801508.75,22779.81,23038930338.75
2023,Cataluña,3734525.0,384450.0,2578225.0,6697200.0,Industria,31.1,116143727.5,33983.83,126913462730.75
2023,Cataluña,3734525.0,384450.0,2578225.0,6697200.0,Construcción,13.79,51499099.75,30052.92,112233381063.0
2023,Cataluña,3734525.0,384450.0,2578225.0,6697200.0,Servicios,5.4,20166435.0,27624.31,103163676302.75
2023,Comunitat Valenciana,2304100.0,338125.0,1821125.0,4463350.0,Industria,17.59,40529119.0,25872.07,59611836487.0
2023,Comunitat Valenciana,2304100.0,338125.0,1821125.0,4463350.0,Construcción,79.77,183798057.0,22530.66,51912893706.0
2023,Comunitat Valenciana,2304100.0,338125.0,1821125.0,4463350.0,Servicios,1.37,3156617.0000000005,23125.14,53282635074.0
2023,Extremadura,415250.0,87275.0,399450.0,901975.0,Industria,10.3,4277075.0,23124.4,9602407100.0
2023,Extremadura,415250.0,87275.0,399450.0,901975.0,Construcción,43.25,17959562.5,19978.83,8296209157.500001
2023,Extremadura,415250.0,87275.0,399450.0,901975.0,Servicios,1.08,448470.00000000006,20534.24,8526843160.000001
2023,Galicia,1128550.0,121450.0,1108800.0,2358800.0,Industria,23.12,26092076.0,27624.74,31175900327.0
2023,Galicia,1128550.0,121450.0,1108800.0,2358800.0,Construcción,11.16,12594618.0,24341.71,27470836820.5
2023,Galicia,1128550.0,121450.0,1108800.0,2358800.0,Servicios,3.44,3882212.0,22404.28,25284350194.0
2023,"Madrid, Comunidad de",3328225.0,367850.0,2147775.0,5843850.0,Industria,43.25,143945731.25,38956.81,129657028962.24998
2023,"Madrid, Comunidad de",3328225.0,367850.0,2147775.0,5843850.0,Construcción,2.1,6989272.5,26929.62,89627834524.5
2023,"Madrid, Comunidad de",3328225.0,367850.0,2147775.0,5843850.0,Servicios,10.41,34646822.25,31792.6,105812926135.0
2023,"Murcia, Región de",668625.0,97950.0,519850.0,1286425.0,Industria,1.66,1109917.5,24779.69,16568320226.25
2023,"Murcia, Región de",668625.0,97950.0,519850.0,1286425.0,Construcción,1.21,809036.25,21965.11,14686421673.75
2023,"Murcia, Región de",668625.0,97950.0,519850.0,1286425.0,Servicios,0.79,528213.75,22788.84,15237188145.0
2023,"Navarra, Comunidad Foral de",298725.0,33000.0,232575.0,564300.0,Industria,25.64,7659309.0,32330.71,9657991344.75
2023,"Navarra, Comunidad Foral de",298725.0,33000.0,232575.0,564300.0,Construcción,6.42,1917814.5,28687.85,8569777991.25
2023,"Navarra, Comunidad Foral de",298725.0,33000.0,232575.0,564300.0,Servicios,7.29,2177705.25,27141.91,8107967064.75
2023,País Vasco,995750.0,83375.0,818725.0,1897850.0,Industria,53.34,53113305.0,37495.69,37336333317.5
2023,País Vasco,995750.0,83375.0,818725.0,1897850.0,Construcción,30.82,30689015.0,29392.81,29267890557.5
2023,País Vasco,995750.0,83375.0,818725.0,1897850.0,Servicios,7.54,7507955.0,28236.98,28116972835.0
2023,"Rioja, La",146625.0,15150.0,112600.0,274375.0,Industria,16.48,2416380.0,25845.14,3789543652.5
2023,"Rioja, La",146625.0,15150.0,112600.0,274375.0,Construcción,11.38,1668592.5,25321.95,3712830918.75
2023,"Rioja, La",146625.0,15150.0,112600.0,274375.0,Servicios,7.7,1129012.5,23139.17,3392780801.2499995
