Grupo de edad;Comunidad autonoma;Sexo;Nivel de formacion;periodo;Total
25 - 34 años;Balears, Illes;Hombres;E. Superior;2020;33,02
25 - 34 años;Balears, Illes;Hombres;E. Superior;2019;29,15
25 - 34 años;Balears, Illes;Hombres;E. Superior;2018;26,50
25 - 34 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;28,60
25 - 34 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;28,64
25 - 34 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;26,74
25 - 34 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;23,80
25 - 34 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;28,77
25 - 34 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;27,25
25 - 34 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2023;23,98
25 - 34 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2022;24,65
25 - 34 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2021;24,11
25 - 34 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2020;29,12
25 - 34 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2019;27,64
25 - 34 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2018;27,08
25 - 34 años;Balears, Illes;Mujeres;E. Superior;2023;47,42
25 - 34 años;Balears, Illes;Mujeres;E. Superior;2022;46,71
25 - 34 años;Balears, Illes;Mujeres;E. Superior;2021;49,15
25 - 34 años;Balears, Illes;Mujeres;E. Superior;2020;47,08
25 - 34 años;Balears, Illes;Mujeres;E. Superior;2019;43,59
25 - 34 años;Balears, Illes;Mujeres;E. Superior;2018;45,67
25 - 34 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;29,94
25 - 34 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;28,69
25 - 34 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;36,99
25 - 34 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;33,67
25 - 34 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;38,55
25 - 34 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;41,70
25 - 34 años;Canarias;Hombres;2ª etapa E. Secundaria;2023;36,30
25 - 34 años;Canarias;Hombres;2ª etapa E. Secundaria;2022;31,55
25 - 34 años;Canarias;Hombres;2ª etapa E. Secundaria;2021;30,64
25 - 34 años;Canarias;Hombres;2ª etapa E. Secundaria;2020;31,10
25 - 34 años;Canarias;Hombres;2ª etapa E. Secundaria;2019;26,63
25 - 34 años;Canarias;Hombres;2ª etapa E. Secundaria;2018;25,35
25 - 34 años;Canarias;Hombres;E. Superior;2023;33,76
25 - 34 años;Canarias;Hombres;E. Superior;2022;39,76
25 - 34 años;Canarias;Hombres;E. Superior;2021;32,37
25 - 34 años;Canarias;Hombres;E. Superior;2020;35,23
25 - 34 años;Canarias;Hombres;E. Superior;2019;34,83
25 - 34 años;Canarias;Hombres;E. Superior;2018;32,94
25 - 34 años;Canarias;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;21,45
25 - 34 años;Canarias;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;17,64
25 - 34 años;Canarias;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;21,77
25 - 34 años;Canarias;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;21,79
25 - 34 años;Canarias;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;26,36
25 - 34 años;Canarias;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;31,05
25 - 34 años;Canarias;Mujeres;2ª etapa E. Secundaria;2023;28,40
25 - 34 años;Canarias;Mujeres;2ª etapa E. Secundaria;2022;29,49
25 - 34 años;Canarias;Mujeres;2ª etapa E. Secundaria;2021;29,50
25 - 34 años;Canarias;Mujeres;2ª etapa E. Secundaria;2020;28,62
25 - 34 años;Canarias;Mujeres;2ª etapa E. Secundaria;2019;23,85
25 - 34 años;Canarias;Mujeres;2ª etapa E. Secundaria;2018;24,01
25 - 34 años;Canarias;Mujeres;E. Superior;2023;50,15
25 - 34 años;Canarias;Mujeres;E. Superior;2022;52,87
25 - 34 años;Canarias;Mujeres;E. Superior;2021;48,73
25 - 34 años;Canarias;Mujeres;E. Superior;2020;49,59
25 - 34 años;Canarias;Mujeres;E. Superior;2019;49,79
25 - 34 años;Canarias;Mujeres;E. Superior;2018;44,94
25 - 34 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;16,20
25 - 34 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;26,70
25 - 34 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;30,43
25 - 34 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;23,00
25 - 34 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;27,65
25 - 34 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;27,72
25 - 34 años;Cantabria;Hombres;2ª etapa E. Secundaria;2023;24,65
25 - 34 años;Cantabria;Hombres;2ª etapa E. Secundaria;2022;26,33
25 - 34 años;Cantabria;Hombres;2ª etapa E. Secundaria;2021;23,07
25 - 34 años;Cantabria;Hombres;2ª etapa E. Secundaria;2020;29,08
25 - 34 años;Cantabria;Hombres;2ª etapa E. Secundaria;2019;28,43
25 - 34 años;Cantabria;Hombres;2ª etapa E. Secundaria;2018;32,29
25 - 34 años;Cantabria;Hombres;E. Superior;2023;59,15
25 - 34 años;Cantabria;Hombres;E. Superior;2022;46,97
25 - 34 años;Cantabria;Hombres;E. Superior;2021;46,50
25 - 34 años;Cantabria;Hombres;E. Superior;2020;47,92
25 - 34 años;Cantabria;Hombres;E. Superior;2019;43,93
25 - 34 años;Cantabria;Hombres;E. Superior;2018;39,98
25 - 34 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;12,95
25 - 34 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;19,98
25 - 34 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;17,08
25 - 34 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;13,16
25 - 34 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;13,55
25 - 34 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;13,46
25 - 34 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2023;19,73
25 - 34 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2022;22,12
25 - 34 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2021;25,34
25 - 34 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2020;23,77
25 - 34 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2019;26,58
25 - 34 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2018;26,55
25 - 34 años;Cantabria;Mujeres;E. Superior;2023;67,31
25 - 34 años;Cantabria;Mujeres;E. Superior;2022;57,91
25 - 34 años;Cantabria;Mujeres;E. Superior;2021;57,59
25 - 34 años;Cantabria;Mujeres;E. Superior;2020;63,06
25 - 34 años;Cantabria;Mujeres;E. Superior;2019;59,87
25 - 34 años;Cantabria;Mujeres;E. Superior;2018;59,99
25 - 34 años;Castilla y Leon;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;28,33
25 - 34 años;Castilla y Leon;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;31,46
25 - 34 años;Castilla y Leon;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;35,18
25 - 34 años;Castilla y Leon;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;34,92
25 - 34 años;Castilla y Leon;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;35,68
25 - 34 años;Castilla y Leon;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;37,64
25 - 34 años;Castilla y Leon;Hombres;2ª etapa E. Secundaria;2023;24,91
25 - 34 años;Castilla y Leon;Hombres;2ª etapa E. Secundaria;2022;25,66
25 - 34 años;Castilla y Leon;Hombres;2ª etapa E. Secundaria;2021;27,79
25 - 34 años;Castilla y Leon;Hombres;2ª etapa E. Secundaria;2020;26,21
25 - 34 años;Castilla y Leon;Hombres;2ª etapa E. Secundaria;2019;23,15
25 - 34 años;Castilla y Leon;Hombres;2ª etapa E. Secundaria;2018;25,84
25 - 34 años;Castilla y Leon;Hombres;E. Superior;2023;46,76
25 - 34 años;Castilla y Leon;Hombres;E. Superior;2022;42,88
25 - 34 años;Castilla y Leon;Hombres;E. Superior;2021;37,03
25 - 34 años;Castilla y Leon;Hombres;E. Superior;2020;38,87
25 - 34 años;Castilla y Leon;Hombres;E. Superior;2019;41,17
25 - 34 años;Castilla y Leon;Hombres;E. Superior;2018;36,52
25 - 34 años;Castilla y Leon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;21,85
25 - 34 años;Castilla y Leon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;23,91
25 - 34 años;Castilla y Leon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;24,22
25 - 34 años;Castilla y Leon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;24,71
25 - 34 años;Castilla y Leon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;22,82
25 - 34 años;Castilla y Leon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;23,18
25 - 34 años;Castilla y Leon;Mujeres;2ª etapa E. Secundaria;2023;24,31
25 - 34 años;Castilla y Leon;Mujeres;2ª etapa E. Secundaria;2022;22,66
25 - 34 años;Castilla y Leon;Mujeres;2ª etapa E. Secundaria;2021;19,36
25 - 34 años;Castilla y Leon;Mujeres;2ª etapa E. Secundaria;2020;20,74
25 - 34 años;Castilla y Leon;Mujeres;2ª etapa E. Secundaria;2019;21,03
25 - 34 años;Castilla y Leon;Mujeres;2ª etapa E. Secundaria;2018;25,00
25 - 34 años;Castilla y Leon;Mujeres;E. Superior;2023;53,84
25 - 34 años;Castilla y Leon;Mujeres;E. Superior;2022;53,43
25 - 34 años;Castilla y Leon;Mujeres;E. Superior;2021;56,43
25 - 34 años;Castilla y Leon;Mujeres;E. Superior;2020;54,56
25 - 34 años;Castilla y Leon;Mujeres;E. Superior;2019;56,16
25 - 34 años;Castilla y Leon;Mujeres;E. Superior;2018;51,82
25 - 34 años;Castilla-La Mancha;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;37,68
25 - 34 años;Castilla-La Mancha;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;38,79
25 - 34 años;Castilla-La Mancha;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;40,43
25 - 34 años;Castilla-La Mancha;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;46,79
25 - 34 años;Castilla-La Mancha;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;44,64
25 - 34 años;Castilla-La Mancha;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;45,40
25 - 34 años;Castilla-La Mancha;Hombres;2ª etapa E. Secundaria;2023;20,13
25 - 34 años;Castilla-La Mancha;Hombres;2ª etapa E. Secundaria;2022;22,72
25 - 34 años;Castilla-La Mancha;Hombres;2ª etapa E. Secundaria;2021;23,82
25 - 34 años;Castilla-La Mancha;Hombres;2ª etapa E. Secundaria;2020;23,08
25 - 34 años;Castilla-La Mancha;Hombres;2ª etapa E. Secundaria;2019;22,14
25 - 34 años;Castilla-La Mancha;Hombres;2ª etapa E. Secundaria;2018;22,72
25 - 34 años;Castilla-La Mancha;Hombres;E. Superior;2023;42,19
25 - 34 años;Castilla-La Mancha;Hombres;E. Superior;2022;38,49
25 - 34 años;Castilla-La Mancha;Hombres;E. Superior;2021;35,76
25 - 34 años;Castilla-La Mancha;Hombres;E. Superior;2020;30,12
25 - 34 años;Castilla-La Mancha;Hombres;E. Superior;2019;33,22
25 - 34 años;Castilla-La Mancha;Hombres;E. Superior;2018;31,89
25 - 34 años;Castilla-La Mancha;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;25,53
25 - 34 años;Castilla-La Mancha;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;27,28
25 - 34 años;Castilla-La Mancha;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;27,04
25 - 34 años;Castilla-La Mancha;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;27,96
25 - 34 años;Castilla-La Mancha;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;28,20
25 - 34 años;Castilla-La Mancha;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;34,47
25 - 34 años;Castilla-La Mancha;Mujeres;2ª etapa E. Secundaria;2023;21,57
25 - 34 años;Castilla-La Mancha;Mujeres;2ª etapa E. Secundaria;2022;25,21
25 - 34 años;Castilla-La Mancha;Mujeres;2ª etapa E. Secundaria;2021;22,43
25 - 34 años;Castilla-La Mancha;Mujeres;2ª etapa E. Secundaria;2020;23,97
25 - 34 años;Castilla-La Mancha;Mujeres;2ª etapa E. Secundaria;2019;23,14
25 - 34 años;Castilla-La Mancha;Mujeres;2ª etapa E. Secundaria;2018;22,01
25 - 34 años;Castilla-La Mancha;Mujeres;E. Superior;2023;52,91
25 - 34 años;Castilla-La Mancha;Mujeres;E. Superior;2022;47,52
25 - 34 años;Castilla-La Mancha;Mujeres;E. Superior;2021;50,54
25 - 34 años;Castilla-La Mancha;Mujeres;E. Superior;2020;48,07
25 - 34 años;Castilla-La Mancha;Mujeres;E. Superior;2019;48,66
25 - 34 años;Castilla-La Mancha;Mujeres;E. Superior;2018;43,52
25 - 34 años;Cataluña;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;26,93
25 - 34 años;Cataluña;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;31,36
25 - 34 años;Cataluña;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;30,08
25 - 34 años;Cataluña;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;31,73
25 - 34 años;Cataluña;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;34,92
25 - 34 años;Cataluña;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;36,79
25 - 34 años;Cataluña;Hombres;2ª etapa E. Secundaria;2023;19,68
25 - 34 años;Cataluña;Hombres;2ª etapa E. Secundaria;2022;19,01
25 - 34 años;Cataluña;Hombres;2ª etapa E. Secundaria;2021;20,03
25 - 34 años;Cataluña;Hombres;2ª etapa E. Secundaria;2020;20,45
25 - 34 años;Cataluña;Hombres;2ª etapa E. Secundaria;2019;18,86
25 - 34 años;Cataluña;Hombres;2ª etapa E. Secundaria;2018;19,25
25 - 34 años;Cataluña;Hombres;E. Superior;2023;53,40
25 - 34 años;Cataluña;Hombres;E. Superior;2022;49,63
25 - 34 años;Cataluña;Hombres;E. Superior;2021;49,89
25 - 34 años;Cataluña;Hombres;E. Superior;2020;47,83
25 - 34 años;Cataluña;Hombres;E. Superior;2019;46,22
25 - 34 años;Cataluña;Hombres;E. Superior;2018;43,96
25 - 34 años;Cataluña;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;20,95
25 - 34 años;Cataluña;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;20,04
25 - 34 años;Cataluña;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;21,13
25 - 34 años;Cataluña;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;25,19
25 - 34 años;Cataluña;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;23,56
25 - 34 años;Cataluña;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;25,63
25 - 34 años;Cataluña;Mujeres;2ª etapa E. Secundaria;2023;19,42
25 - 34 años;Cataluña;Mujeres;2ª etapa E. Secundaria;2022;20,62
25 - 34 años;Cataluña;Mujeres;2ª etapa E. Secundaria;2021;22,43
25 - 34 años;Cataluña;Mujeres;2ª etapa E. Secundaria;2020;19,04
25 - 34 años;Cataluña;Mujeres;2ª etapa E. Secundaria;2019;19,52
25 - 34 años;Cataluña;Mujeres;2ª etapa E. Secundaria;2018;19,88
25 - 34 años;Cataluña;Mujeres;E. Superior;2023;59,63
25 - 34 años;Cataluña;Mujeres;E. Superior;2022;59,34
25 - 34 años;Cataluña;Mujeres;E. Superior;2021;56,44
25 - 34 años;Cataluña;Mujeres;E. Superior;2020;55,76
25 - 34 años;Cataluña;Mujeres;E. Superior;2019;56,91
25 - 34 años;Cataluña;Mujeres;E. Superior;2018;54,49
25 - 34 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;33,95
25 - 34 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;35,93
25 - 34 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;37,32
25 - 34 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;35,31
25 - 34 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;35,04
25 - 34 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;37,45
25 - 34 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2023;20,67
25 - 34 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2022;20,76
25 - 34 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2021;23,93
25 - 34 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2020;24,89
25 - 34 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2019;24,00
25 - 34 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2018;25,32
25 - 34 años;Comunitat Valenciana;Hombres;E. Superior;2023;45,38
25 - 34 años;Comunitat Valenciana;Hombres;E. Superior;2022;43,31
25 - 34 años;Comunitat Valenciana;Hombres;E. Superior;2021;38,75
25 - 34 años;Comunitat Valenciana;Hombres;E. Superior;2020;39,80
25 - 34 años;Comunitat Valenciana;Hombres;E. Superior;2019;40,96
25 - 34 años;Comunitat Valenciana;Hombres;E. Superior;2018;37,23
25 - 34 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;20,88
25 - 34 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;24,24
25 - 34 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;23,53
25 - 34 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;22,43
25 - 34 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;25,46
25 - 34 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;26,27
25 - 34 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2023;20,29
25 - 34 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2022;19,24
25 - 34 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2021;23,53
25 - 34 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2020;24,61
25 - 34 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2019;22,40
25 - 34 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2018;23,78
25 - 34 años;Comunitat Valenciana;Mujeres;E. Superior;2023;58,83
25 - 34 años;Comunitat Valenciana;Mujeres;E. Superior;2022;56,52
25 - 34 años;Comunitat Valenciana;Mujeres;E. Superior;2021;52,94
25 - 34 años;Comunitat Valenciana;Mujeres;E. Superior;2020;52,96
25 - 34 años;Comunitat Valenciana;Mujeres;E. Superior;2019;52,15
25 - 34 años;Comunitat Valenciana;Mujeres;E. Superior;2018;49,95
25 - 34 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;38,06
25 - 34 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;42,29
25 - 34 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;44,90
25 - 34 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;51,73
25 - 34 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;51,45
25 - 34 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;50,80
25 - 34 años;Extremadura;Hombres;2ª etapa E. Secundaria;2023;24,14
25 - 34 años;Extremadura;Hombres;2ª etapa E. Secundaria;2022;23,65
25 - 34 años;Extremadura;Hombres;2ª etapa E. Secundaria;2021;25,79
25 - 34 años;Extremadura;Hombres;2ª etapa E. Secundaria;2020;25,47
25 - 34 años;Extremadura;Hombres;2ª etapa E. Secundaria;2019;22,91
25 - 34 años;Extremadura;Hombres;2ª etapa E. Secundaria;2018;23,87
25 - 34 años;Extremadura;Hombres;E. Superior;2023;37,80
25 - 34 años;Extremadura;Hombres;E. Superior;2022;34,07
25 - 34 años;Extremadura;Hombres;E. Superior;2021;29,31
25 - 34 años;Extremadura;Hombres;E. Superior;2020;22,80
25 - 34 años;Extremadura;Hombres;E. Superior;2019;25,64
25 - 34 años;Extremadura;Hombres;E. Superior;2018;25,33
25 - 34 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;21,03
25 - 34 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;26,27
25 - 34 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;30,69
25 - 34 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;26,93
25 - 34 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;26,68
25 - 34 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;34,22
25 - 34 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2023;22,04
25 - 34 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2022;17,37
25 - 34 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2021;20,56
25 - 34 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2020;24,77
25 - 34 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2019;22,49
25 - 34 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2018;19,04
25 - 34 años;Extremadura;Mujeres;E. Superior;2023;56,93
25 - 34 años;Extremadura;Mujeres;E. Superior;2022;56,37
25 - 34 años;Extremadura;Mujeres;E. Superior;2021;48,74
25 - 34 años;Extremadura;Mujeres;E. Superior;2020;48,29
25 - 34 años;Extremadura;Mujeres;E. Superior;2019;50,83
25 - 34 años;Extremadura;Mujeres;E. Superior;2018;46,74
25 - 34 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;24,73
25 - 34 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;26,35
25 - 34 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;30,11
25 - 34 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;30,87
25 - 34 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;31,30
25 - 34 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;32,35
25 - 34 años;Galicia;Hombres;2ª etapa E. Secundaria;2023;30,73
25 - 34 años;Galicia;Hombres;2ª etapa E. Secundaria;2022;30,08
25 - 34 años;Galicia;Hombres;2ª etapa E. Secundaria;2021;27,73
25 - 34 años;Galicia;Hombres;2ª etapa E. Secundaria;2020;27,36
25 - 34 años;Galicia;Hombres;2ª etapa E. Secundaria;2019;26,59
25 - 34 años;Galicia;Hombres;2ª etapa E. Secundaria;2018;26,36
25 - 34 años;Galicia;Hombres;E. Superior;2023;44,53
25 - 34 años;Galicia;Hombres;E. Superior;2022;43,57
25 - 34 años;Galicia;Hombres;E. Superior;2021;42,15
25 - 34 años;Galicia;Hombres;E. Superior;2020;41,77
25 - 34 años;Galicia;Hombres;E. Superior;2019;42,11
25 - 34 años;Galicia;Hombres;E. Superior;2018;41,29
25 - 34 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;17,45
25 - 34 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;17,51
25 - 34 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;17,63
25 - 34 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;18,37
25 - 34 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;19,99
25 - 34 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;22,26
25 - 34 años;Galicia;Mujeres;2ª etapa E. Secundaria;2023;20,45
25 - 34 años;Galicia;Mujeres;2ª etapa E. Secundaria;2022;21,69
25 - 34 años;Galicia;Mujeres;2ª etapa E. Secundaria;2021;24,56
25 - 34 años;Galicia;Mujeres;2ª etapa E. Secundaria;2020;24,44
25 - 34 años;Galicia;Mujeres;2ª etapa E. Secundaria;2019;24,70
25 - 34 años;Galicia;Mujeres;2ª etapa E. Secundaria;2018;23,51
25 - 34 años;Galicia;Mujeres;E. Superior;2023;62,10
25 - 34 años;Galicia;Mujeres;E. Superior;2022;60,79
25 - 34 años;Galicia;Mujeres;E. Superior;2021;57,80
25 - 34 años;Galicia;Mujeres;E. Superior;2020;57,19
25 - 34 años;Galicia;Mujeres;E. Superior;2019;55,31
25 - 34 años;Galicia;Mujeres;E. Superior;2018;54,23
25 - 34 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;23,38
25 - 34 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;23,48
25 - 34 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;26,46
25 - 34 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;23,25
25 - 34 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;25,21
25 - 34 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;28,74
25 - 34 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2023;23,66
25 - 34 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2022;28,74
25 - 34 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2021;21,82
25 - 34 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2020;23,97
25 - 34 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2019;24,93
25 - 34 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2018;24,52
25 - 34 años;Madrid, Comunidad de;Hombres;E. Superior;2023;52,96
25 - 34 años;Madrid, Comunidad de;Hombres;E. Superior;2022;47,78
25 - 34 años;Madrid, Comunidad de;Hombres;E. Superior;2021;51,72
25 - 34 años;Madrid, Comunidad de;Hombres;E. Superior;2020;52,77
25 - 34 años;Madrid, Comunidad de;Hombres;E. Superior;2019;49,87
25 - 34 años;Madrid, Comunidad de;Hombres;E. Superior;2018;46,74
25 - 34 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;16,39
25 - 34 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;13,62
25 - 34 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;17,41
25 - 34 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;16,89
25 - 34 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;19,56
