Grupo de edad;Comunidad autonoma;Sexo;Nivel de formacion;periodo;Total
35 - 44 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;48,96
35 - 44 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;48,11
35 - 44 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;51,45
35 - 44 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;49,30
35 - 44 años;Extremadura;Hombres;2ª etapa E. Secundaria;2023;16,50
35 - 44 años;Extremadura;Hombres;2ª etapa E. Secundaria;2022;20,80
35 - 44 años;Extremadura;Hombres;2ª etapa E. Secundaria;2021;22,60
35 - 44 años;Extremadura;Hombres;2ª etapa E. Secundaria;2020;24,21
35 - 44 años;Extremadura;Hombres;2ª etapa E. Secundaria;2019;20,52
35 - 44 años;Extremadura;Hombres;2ª etapa E. Secundaria;2018;19,68
35 - 44 años;Extremadura;Hombres;E. Superior;2023;34,41
35 - 44 años;Extremadura;Hombres;E. Superior;2022;29,14
35 - 44 años;Extremadura;Hombres;E. Superior;2021;28,44
35 - 44 años;Extremadura;Hombres;E. Superior;2020;27,68
35 - 44 años;Extremadura;Hombres;E. Superior;2019;28,03
35 - 44 años;Extremadura;Hombres;E. Superior;2018;31,01
35 - 44 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;29,42
35 - 44 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;31,59
35 - 44 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;32,97
35 - 44 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;33,22
35 - 44 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;37,11
35 - 44 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;39,27
35 - 44 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2023;21,26
35 - 44 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2022;23,21
35 - 44 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2021;24,99
35 - 44 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2020;25,40
35 - 44 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2019;22,47
35 - 44 años;Extremadura;Mujeres;2ª etapa E. Secundaria;2018;21,29
35 - 44 años;Extremadura;Mujeres;E. Superior;2023;49,32
35 - 44 años;Extremadura;Mujeres;E. Superior;2022;45,20
35 - 44 años;Extremadura;Mujeres;E. Superior;2021;42,04
35 - 44 años;Extremadura;Mujeres;E. Superior;2020;41,38
35 - 44 años;Extremadura;Mujeres;E. Superior;2019;40,42
35 - 44 años;Extremadura;Mujeres;E. Superior;2018;39,44
35 - 44 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;36,76
35 - 44 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;37,53
35 - 44 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;35,59
35 - 44 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;34,43
35 - 44 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;36,09
35 - 44 años;Galicia;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;38,74
35 - 44 años;Galicia;Hombres;2ª etapa E. Secundaria;2023;24,48
35 - 44 años;Galicia;Hombres;2ª etapa E. Secundaria;2022;23,52
35 - 44 años;Galicia;Hombres;2ª etapa E. Secundaria;2021;22,27
35 - 44 años;Galicia;Hombres;2ª etapa E. Secundaria;2020;22,67
35 - 44 años;Galicia;Hombres;2ª etapa E. Secundaria;2019;23,38
35 - 44 años;Galicia;Hombres;2ª etapa E. Secundaria;2018;23,11
35 - 44 años;Galicia;Hombres;E. Superior;2023;38,76
35 - 44 años;Galicia;Hombres;E. Superior;2022;38,95
35 - 44 años;Galicia;Hombres;E. Superior;2021;42,14
35 - 44 años;Galicia;Hombres;E. Superior;2020;42,90
35 - 44 años;Galicia;Hombres;E. Superior;2019;40,53
35 - 44 años;Galicia;Hombres;E. Superior;2018;38,15
35 - 44 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;19,86
35 - 44 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;22,06
35 - 44 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;22,42
35 - 44 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;20,42
35 - 44 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;23,06
35 - 44 años;Galicia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;24,48
35 - 44 años;Galicia;Mujeres;2ª etapa E. Secundaria;2023;24,10
35 - 44 años;Galicia;Mujeres;2ª etapa E. Secundaria;2022;22,01
35 - 44 años;Galicia;Mujeres;2ª etapa E. Secundaria;2021;24,20
35 - 44 años;Galicia;Mujeres;2ª etapa E. Secundaria;2020;23,84
35 - 44 años;Galicia;Mujeres;2ª etapa E. Secundaria;2019;22,82
35 - 44 años;Galicia;Mujeres;2ª etapa E. Secundaria;2018;22,04
35 - 44 años;Galicia;Mujeres;E. Superior;2023;56,04
35 - 44 años;Galicia;Mujeres;E. Superior;2022;55,93
35 - 44 años;Galicia;Mujeres;E. Superior;2021;53,38
35 - 44 años;Galicia;Mujeres;E. Superior;2020;55,74
35 - 44 años;Galicia;Mujeres;E. Superior;2019;54,12
35 - 44 años;Galicia;Mujeres;E. Superior;2018;53,48
35 - 44 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;28,30
35 - 44 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;25,67
35 - 44 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;27,43
35 - 44 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;22,31
35 - 44 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;24,05
35 - 44 años;Madrid, Comunidad de;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;24,35
35 - 44 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2023;20,66
35 - 44 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2022;24,65
35 - 44 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2021;24,92
35 - 44 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2020;27,22
35 - 44 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2019;25,69
35 - 44 años;Madrid, Comunidad de;Hombres;2ª etapa E. Secundaria;2018;23,93
35 - 44 años;Madrid, Comunidad de;Hombres;E. Superior;2023;51,04
35 - 44 años;Madrid, Comunidad de;Hombres;E. Superior;2022;49,68
35 - 44 años;Madrid, Comunidad de;Hombres;E. Superior;2021;47,65
35 - 44 años;Madrid, Comunidad de;Hombres;E. Superior;2020;50,47
35 - 44 años;Madrid, Comunidad de;Hombres;E. Superior;2019;50,26
35 - 44 años;Madrid, Comunidad de;Hombres;E. Superior;2018;51,72
35 - 44 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;21,69
35 - 44 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;21,15
35 - 44 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;18,25
35 - 44 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;15,06
35 - 44 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;18,03
35 - 44 años;Madrid, Comunidad de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;18,35
35 - 44 años;Madrid, Comunidad de;Mujeres;2ª etapa E. Secundaria;2023;21,99
35 - 44 años;Madrid, Comunidad de;Mujeres;2ª etapa E. Secundaria;2022;24,00
35 - 44 años;Madrid, Comunidad de;Mujeres;2ª etapa E. Secundaria;2021;24,56
35 - 44 años;Madrid, Comunidad de;Mujeres;2ª etapa E. Secundaria;2020;24,58
35 - 44 años;Madrid, Comunidad de;Mujeres;2ª etapa E. Secundaria;2019;24,91
35 - 44 años;Madrid, Comunidad de;Mujeres;2ª etapa E. Secundaria;2018;25,62
35 - 44 años;Madrid, Comunidad de;Mujeres;E. Superior;2023;56,32
35 - 44 años;Madrid, Comunidad de;Mujeres;E. Superior;2022;54,85
35 - 44 años;Madrid, Comunidad de;Mujeres;E. Superior;2021;57,19
35 - 44 años;Madrid, Comunidad de;Mujeres;E. Superior;2020;60,37
35 - 44 años;Madrid, Comunidad de;Mujeres;E. Superior;2019;57,06
35 - 44 años;Madrid, Comunidad de;Mujeres;E. Superior;2018;56,03
35 - 44 años;Murcia, Region de;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;56,73
35 - 44 años;Murcia, Region de;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;57,28
35 - 44 años;Murcia, Region de;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;45,65
35 - 44 años;Murcia, Region de;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;46,05
35 - 44 años;Murcia, Region de;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;47,30
35 - 44 años;Murcia, Region de;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;46,63
35 - 44 años;Murcia, Region de;Hombres;2ª etapa E. Secundaria;2023;17,46
35 - 44 años;Murcia, Region de;Hombres;2ª etapa E. Secundaria;2022;20,72
35 - 44 años;Murcia, Region de;Hombres;2ª etapa E. Secundaria;2021;22,22
35 - 44 años;Murcia, Region de;Hombres;2ª etapa E. Secundaria;2020;24,58
35 - 44 años;Murcia, Region de;Hombres;2ª etapa E. Secundaria;2019;21,94
35 - 44 años;Murcia, Region de;Hombres;2ª etapa E. Secundaria;2018;18,66
35 - 44 años;Murcia, Region de;Hombres;E. Superior;2023;25,81
35 - 44 años;Murcia, Region de;Hombres;E. Superior;2022;22,00
35 - 44 años;Murcia, Region de;Hombres;E. Superior;2021;32,14
35 - 44 años;Murcia, Region de;Hombres;E. Superior;2020;29,37
35 - 44 años;Murcia, Region de;Hombres;E. Superior;2019;30,76
35 - 44 años;Murcia, Region de;Hombres;E. Superior;2018;34,70
35 - 44 años;Murcia, Region de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;39,17
35 - 44 años;Murcia, Region de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;43,11
35 - 44 años;Murcia, Region de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;38,27
35 - 44 años;Murcia, Region de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;36,80
35 - 44 años;Murcia, Region de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;35,90
35 - 44 años;Murcia, Region de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;37,79
35 - 44 años;Murcia, Region de;Mujeres;2ª etapa E. Secundaria;2023;24,00
35 - 44 años;Murcia, Region de;Mujeres;2ª etapa E. Secundaria;2022;22,14
35 - 44 años;Murcia, Region de;Mujeres;2ª etapa E. Secundaria;2021;19,78
35 - 44 años;Murcia, Region de;Mujeres;2ª etapa E. Secundaria;2020;20,49
35 - 44 años;Murcia, Region de;Mujeres;2ª etapa E. Secundaria;2019;21,12
35 - 44 años;Murcia, Region de;Mujeres;2ª etapa E. Secundaria;2018;21,06
35 - 44 años;Murcia, Region de;Mujeres;E. Superior;2023;36,83
35 - 44 años;Murcia, Region de;Mujeres;E. Superior;2022;34,75
35 - 44 años;Murcia, Region de;Mujeres;E. Superior;2021;41,96
35 - 44 años;Murcia, Region de;Mujeres;E. Superior;2020;42,71
35 - 44 años;Murcia, Region de;Mujeres;E. Superior;2019;42,98
35 - 44 años;Murcia, Region de;Mujeres;E. Superior;2018;41,15
35 - 44 años;Navarra, Comunidad Foral de;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;29,19
35 - 44 años;Navarra, Comunidad Foral de;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;29,40
35 - 44 años;Navarra, Comunidad Foral de;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;30,03
35 - 44 años;Navarra, Comunidad Foral de;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;26,63
35 - 44 años;Navarra, Comunidad Foral de;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;23,97
35 - 44 años;Navarra, Comunidad Foral de;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;25,72
35 - 44 años;Navarra, Comunidad Foral de;Hombres;2ª etapa E. Secundaria;2023;28,23
35 - 44 años;Navarra, Comunidad Foral de;Hombres;2ª etapa E. Secundaria;2022;24,78
35 - 44 años;Navarra, Comunidad Foral de;Hombres;2ª etapa E. Secundaria;2021;21,13
35 - 44 años;Navarra, Comunidad Foral de;Hombres;2ª etapa E. Secundaria;2020;25,93
35 - 44 años;Navarra, Comunidad Foral de;Hombres;2ª etapa E. Secundaria;2019;28,05
35 - 44 años;Navarra, Comunidad Foral de;Hombres;2ª etapa E. Secundaria;2018;27,00
35 - 44 años;Navarra, Comunidad Foral de;Hombres;E. Superior;2023;42,58
35 - 44 años;Navarra, Comunidad Foral de;Hombres;E. Superior;2022;45,82
35 - 44 años;Navarra, Comunidad Foral de;Hombres;E. Superior;2021;48,85
35 - 44 años;Navarra, Comunidad Foral de;Hombres;E. Superior;2020;47,44
35 - 44 años;Navarra, Comunidad Foral de;Hombres;E. Superior;2019;47,98
35 - 44 años;Navarra, Comunidad Foral de;Hombres;E. Superior;2018;47,28
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;21,13
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;17,61
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;20,14
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;17,36
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;18,58
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;17,28
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;2ª etapa E. Secundaria;2023;19,35
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;2ª etapa E. Secundaria;2022;22,27
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;2ª etapa E. Secundaria;2021;21,78
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;2ª etapa E. Secundaria;2020;21,37
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;2ª etapa E. Secundaria;2019;22,62
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;2ª etapa E. Secundaria;2018;22,18
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;E. Superior;2023;59,52
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;E. Superior;2022;60,12
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;E. Superior;2021;58,07
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;E. Superior;2020;61,27
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;E. Superior;2019;58,80
35 - 44 años;Navarra, Comunidad Foral de;Mujeres;E. Superior;2018;60,54
35 - 44 años;Pais Vasco;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;20,85
35 - 44 años;Pais Vasco;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;21,29
35 - 44 años;Pais Vasco;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;22,30
35 - 44 años;Pais Vasco;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;22,02
35 - 44 años;Pais Vasco;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;25,46
35 - 44 años;Pais Vasco;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;24,10
35 - 44 años;Pais Vasco;Hombres;2ª etapa E. Secundaria;2023;26,36
35 - 44 años;Pais Vasco;Hombres;2ª etapa E. Secundaria;2022;26,36
35 - 44 años;Pais Vasco;Hombres;2ª etapa E. Secundaria;2021;22,05
35 - 44 años;Pais Vasco;Hombres;2ª etapa E. Secundaria;2020;20,57
35 - 44 años;Pais Vasco;Hombres;2ª etapa E. Secundaria;2019;21,93
35 - 44 años;Pais Vasco;Hombres;2ª etapa E. Secundaria;2018;22,44
35 - 44 años;Pais Vasco;Hombres;E. Superior;2023;52,79
35 - 44 años;Pais Vasco;Hombres;E. Superior;2022;52,35
35 - 44 años;Pais Vasco;Hombres;E. Superior;2021;55,65
35 - 44 años;Pais Vasco;Hombres;E. Superior;2020;57,41
35 - 44 años;Pais Vasco;Hombres;E. Superior;2019;52,62
35 - 44 años;Pais Vasco;Hombres;E. Superior;2018;53,45
35 - 44 años;Pais Vasco;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;15,66
35 - 44 años;Pais Vasco;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;14,03
35 - 44 años;Pais Vasco;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;17,41
35 - 44 años;Pais Vasco;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;13,45
35 - 44 años;Pais Vasco;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;16,57
35 - 44 años;Pais Vasco;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;18,20
35 - 44 años;Pais Vasco;Mujeres;2ª etapa E. Secundaria;2023;18,17
35 - 44 años;Pais Vasco;Mujeres;2ª etapa E. Secundaria;2022;18,68
35 - 44 años;Pais Vasco;Mujeres;2ª etapa E. Secundaria;2021;18,45
35 - 44 años;Pais Vasco;Mujeres;2ª etapa E. Secundaria;2020;20,05
35 - 44 años;Pais Vasco;Mujeres;2ª etapa E. Secundaria;2019;21,06
35 - 44 años;Pais Vasco;Mujeres;2ª etapa E. Secundaria;2018;20,77
35 - 44 años;Pais Vasco;Mujeres;E. Superior;2023;66,17
35 - 44 años;Pais Vasco;Mujeres;E. Superior;2022;67,28
35 - 44 años;Pais Vasco;Mujeres;E. Superior;2021;64,14
35 - 44 años;Pais Vasco;Mujeres;E. Superior;2020;66,50
35 - 44 años;Pais Vasco;Mujeres;E. Superior;2019;62,37
35 - 44 años;Pais Vasco;Mujeres;E. Superior;2018;61,03
35 - 44 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;41,68
35 - 44 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;32,81
35 - 44 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;37,19
35 - 44 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;37,54
35 - 44 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;36,69
35 - 44 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;39,88
35 - 44 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2023;22,95
35 - 44 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2022;27,51
35 - 44 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2021;26,34
35 - 44 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2020;25,35
35 - 44 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2019;24,21
35 - 44 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2018;22,88
35 - 44 años;Rioja, La;Hombres;E. Superior;2023;35,37
35 - 44 años;Rioja, La;Hombres;E. Superior;2022;39,68
35 - 44 años;Rioja, La;Hombres;E. Superior;2021;36,47
35 - 44 años;Rioja, La;Hombres;E. Superior;2020;37,11
35 - 44 años;Rioja, La;Hombres;E. Superior;2019;39,10
35 - 44 años;Rioja, La;Hombres;E. Superior;2018;37,24
35 - 44 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;28,76
35 - 44 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;20,72
35 - 44 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;23,10
35 - 44 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;22,75
35 - 44 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;23,33
35 - 44 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;28,64
35 - 44 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2023;23,44
35 - 44 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2022;27,02
35 - 44 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2021;28,53
35 - 44 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2020;29,75
35 - 44 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2019;25,43
35 - 44 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2018;26,47
35 - 44 años;Rioja, La;Mujeres;E. Superior;2023;47,80
35 - 44 años;Rioja, La;Mujeres;E. Superior;2022;52,26
35 - 44 años;Rioja, La;Mujeres;E. Superior;2021;48,36
35 - 44 años;Rioja, La;Mujeres;E. Superior;2020;47,50
35 - 44 años;Rioja, La;Mujeres;E. Superior;2019;51,25
35 - 44 años;Rioja, La;Mujeres;E. Superior;2018;44,89
35 - 44 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;57,50
35 - 44 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;52,59
35 - 44 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;49,98
35 - 44 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;46,09
35 - 44 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;47,00
35 - 44 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;46,65
35 - 44 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2023;21,51
35 - 44 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2022;19,83
35 - 44 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2021;22,89
35 - 44 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2020;30,92
35 - 44 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2019;30,11
35 - 44 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2018;27,23
35 - 44 años;Ceuta y Melilla;Hombres;E. Superior;2023;20,98
35 - 44 años;Ceuta y Melilla;Hombres;E. Superior;2022;27,58
35 - 44 años;Ceuta y Melilla;Hombres;E. Superior;2021;27,13
35 - 44 años;Ceuta y Melilla;Hombres;E. Superior;2020;22,99
35 - 44 años;Ceuta y Melilla;Hombres;E. Superior;2019;22,89
35 - 44 años;Ceuta y Melilla;Hombres;E. Superior;2018;26,12
35 - 44 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;51,55
35 - 44 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;57,89
35 - 44 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;49,59
35 - 44 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;45,02
35 - 44 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;49,84
35 - 44 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;51,71
35 - 44 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2023;17,95
35 - 44 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2022;15,25
35 - 44 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2021;13,16
35 - 44 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2020;15,86
35 - 44 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2019;18,09
35 - 44 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2018;18,55
35 - 44 años;Ceuta y Melilla;Mujeres;E. Superior;2023;30,50
35 - 44 años;Ceuta y Melilla;Mujeres;E. Superior;2022;26,86
35 - 44 años;Ceuta y Melilla;Mujeres;E. Superior;2021;37,25
35 - 44 años;Ceuta y Melilla;Mujeres;E. Superior;2020;39,12
35 - 44 años;Ceuta y Melilla;Mujeres;E. Superior;2019;32,07
35 - 44 años;Ceuta y Melilla;Mujeres;E. Superior;2018;29,74
35 - 44 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;..
35 - 44 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;..
35 - 44 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;..
35 - 44 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;..
35 - 44 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;..
35 - 44 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;..
35 - 44 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2023;..
35 - 44 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2022;..
35 - 44 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2021;..
35 - 44 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2020;..
35 - 44 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2019;..
35 - 44 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2018;..
35 - 44 años;- Ceuta;Hombres;E. Superior;2023;..
35 - 44 años;- Ceuta;Hombres;E. Superior;2022;..
35 - 44 años;- Ceuta;Hombres;E. Superior;2021;..
35 - 44 años;- Ceuta;Hombres;E. Superior;2020;..
35 - 44 años;- Ceuta;Hombres;E. Superior;2019;..
35 - 44 años;- Ceuta;Hombres;E. Superior;2018;..
35 - 44 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;..
35 - 44 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;..
35 - 44 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;..
35 - 44 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;..
35 - 44 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;..
35 - 44 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;..
35 - 44 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2023;..
35 - 44 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2022;..
35 - 44 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2021;..
35 - 44 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2020;..
35 - 44 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2019;..
35 - 44 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2018;..
35 - 44 años;- Ceuta;Mujeres;E. Superior;2023;..
35 - 44 años;- Ceuta;Mujeres;E. Superior;2022;..
35 - 44 años;- Ceuta;Mujeres;E. Superior;2021;..
35 - 44 años;- Ceuta;Mujeres;E. Superior;2020;..
35 - 44 años;- Ceuta;Mujeres;E. Superior;2019;..
35 - 44 años;- Ceuta;Mujeres;E. Superior;2018;..
35 - 44 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;..
35 - 44 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;..
35 - 44 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;..
